"id","registered_name","active_ingredient","pharmaceutical_form","insurance_list","issuing","atc","license_holder"
"5oi5VrVxT7SimmlKu0rdgR6v775","Lodoz® 10mg+6.25mg film tableta","bisoprolol, hidrohlortiazid","film tableta",,"R","C07BB07","MERCK D.O.O. BEOGRAD"
"EDQFLdscViwkpKRdGfxQIzXuWGA","Prenessa® 4mg tableta","perindopril","tableta","A1","R","C09AA04","KRKA-FARMA D.O.O. BEOGRAD"
"ePISf0KTgJvSMwM3hgjNzG9MlW3","Januvia® 100mg film tableta","sitagliptin","film tableta",,"R","A10BH01","MERCK SHARP & DOHME D.O.O."
"ZKRyXUFdXSCSp2Gco6AzlKUIwbR","Somatuline® Autogel® 60mg rastvor za injekciju u napunjenom injekcionom špricu","lanreotid","rastvor za injekciju u napunjenom injekcionom špricu","B","SZR","H01CB03","PHARMASWISS D.O.O., BEOGRAD"
"AcpRxL5VOlqaO0sa0FOiNVLhObJ","Pulmicort® 0.25mg/mL suspenzija za raspršivanje","budesonid","suspenzija za raspršivanje","A","R","R03BA02","PREDSTAVNIŠTVO ASTRAZENECA UK LIMITED BEOGRAD"
"nNukiXwSe7dGH9zCT2H4isfKWvP","Escitalopram 10mg film tableta","escitalopram","film tableta",,"R","N06AB10","EVROPA LEK PHARMA D.O.O. BEOGRAD"
"LtiO5PzeRPyoq2fyEzgLJ7WQhBJ","Rosudapin® 15mg+5mg film tableta","rosuvastatin, amlodipin","film tableta",,"R",,"KRKA-FARMA D.O.O. BEOGRAD"
"NN7NLIYbeW1W3TUyXnIGtf7P8e5","Roxera® 40mg film tableta","rosuvastatin","film tableta","A+A1","R","C10AA07","KRKA-FARMA D.O.O. BEOGRAD"
"G5b8ArqGSRo6stjrQtlnFNxtR7t","Xeplion 25mg/0.25mL suspenzija za injekciju sa produženim oslobađanjem","paliperidon","suspenzija za injekciju sa produženim oslobađanjem",,"SZR","N05AX13","PREDSTAVNIŠTVO JANSSEN-CILAG KFT BEOGRAD"
"e2YL09MPSkhjRthVVWb8bSdclv4","BIPREZ® 5mg film tableta","bisoprolol","film tableta","A","R","C07AB07","ALKALOID D.O.O. BEOGRAD"
"DuCrSzruMX7yZmYlBvzo5ZyzMI2","Zocor® 10mg film tableta","simvastatin","film tableta",,"R","C10AA01","MERCK SHARP & DOHME D.O.O."
"l7nahP6euKEzMGoaPiNhYdrZjIC","Tritace® 2.5mg tableta","ramipril","tableta","A","R","C09AA05","SANOFI-AVENTIS D.O.O. BEOGRAD"
"CTuBrvddYhJsX0CJap51GqKp4dZ","Jakavi® 15mg tableta","ruksolitinib","tableta","C","SZR","L01XE18","PREDSTAVNIŠTVO NOVARTIS PHARMA SERVICES INC. BEOGRAD (NOVI BEOGRAD)"
"PLXm21riifMSYwvjFbVUD2DrKhM","Levoxa® 5mg/mL rastvor za infuziju; bočica staklena","levofloksacin","rastvor za infuziju","B","SZ","J01MA12","ACTAVIS D.O.O. BEOGRAD"
"Lfi0hnxHEKJxA8cjGjA23ep5YfF","Bemfola 300i.j./0.5mL rastvor za injekciju u penu sa uloškom","folitropin alfa","rastvor za injekciju u penu sa uloškom",,"R","G03GA05","PREDSTAVNIŠTVO RICHTER GEDEON NYRT"
"xS2qk4TFSAjPggFvF9eQuZ6WA8I","Zylaxera® 10mg tableta","aripiprazol","tableta","A","R","N05AX12","KRKA-FARMA D.O.O. BEOGRAD"
"izwR0i4wLu4KbjDmFr0u9ybd0n3","Alzamin® 16mg kapsula sa produženim oslobađanjem, tvrda","galantamin","kapsula sa produženim oslobađanjem, tvrda","A1","R","N06DA04","PHARMASWISS D.O.O., BEOGRAD"
"iJA23JxtcHrzkhFTfezhPkVleuI","Crinone® 8% vaginalni gel","progesteron","vaginalni gel","B","R","G03DA04","MERCK D.O.O. BEOGRAD"
"2YWrn7K6d7bkb2GfF7ODPXU7BfU","ZIDOSAN® 100mg kapsula, tvrda","zidovudin","kapsula, tvrda","A","SZR","J05AF01","SLAVIAMED DOO BEOGRAD"
"RB7CS98hzcodQno3lMBnZcASd3N","Cholipam® 10mg film tableta","simvastatin","film tableta","A+A1","R","C10AA01","HEMOFARM AD VRŠAC"
"byUss2yNn1KtpWsi84RHZt7rNLW","Dorzolamide, Timolol PharmaSwiss 5mg/mL+20mg/mL kapi za oči, rastvor","timolol, dorzolamid","kapi za oči, rastvor","A","R","S01ED51","PHARMASWISS D.O.O., BEOGRAD"
"LzqBNkGQyNiNTKibBWovbysDCUS","Lirona®XL 2mg tableta sa produženim oslobađanjem","ropinirol","tableta sa produženim oslobađanjem","A1","R","N04BC04","TEVA SERBIA D.O.O. BEOGRAD"
"ijHxmOfynmH5VvUjx4BW4rXBPgO","Hidrokortizon 500mg/4mL liofilizat za rastvor za injekciju sa rastvaračem za parenteralnu upotrebu","hidrokortizon","liofilizat za rastvor za injekciju sa rastvaračem za parenteralnu upotrebu",,"Z","H02AB09","HEMOFARM AD VRŠAC"
"aqA6zXTU5kVNUPLHtZ3HtHmprW1","Trusopt® 2% kapi za oči, rastvor","dorzolamid","kapi za oči, rastvor",,"R","S01EC03","MEDIS PHARMA D.O.O. BEOGRAD"
"DgK48zjAaJ0HUzWam8fHAmS4ad6","Flekanid® 100mg kapsula sa produženim oslobađanjem, tvrda","flekainid","kapsula sa produženim oslobađanjem, tvrda",,"R","C01BC04","ADOC D.O.O. BEOGRAD"
"pyZc0e6Q8fgijFXg66GdqPROVxQ","Nimvastid® Q-Tab® 4.5mg oralna disperzibilna tableta","rivastigmin","oralna disperzibilna tableta","A1","R","N06DA03","KRKA-FARMA D.O.O. BEOGRAD"
"SKA2wnyjQu7tC55CygTR9thTpiR","Puregon® 300i.j./0.36mL rastvor za injekciju","folitropin beta","rastvor za injekciju","B","SZR","G03GA06","MERCK SHARP & DOHME D.O.O."
"tF3JdB5MuRQ38KxC1nf221CiqYQ","Gastroprazol 10mg gastrorezistentna tableta","rabeprazol","gastrorezistentna tableta",,"R","A02BC04","ADOC D.O.O. BEOGRAD"
"gCynKFfFtf0bPg3ZBjlPGvTAiZU","Manitol HF 20% 20% rastvor za infuziju","manitol","rastvor za infuziju","B","Z","B05BC01","HEMOFARM AD VRŠAC"
"hBiKMPzsEVK1dUnghlB3JkhgIaQ","Hepathrombin® 300i.j./g gel","heparin-natrijum","gel",,"BR","C05BA03","HEMOFARM AD VRŠAC"
"Mkk7No6Y8wrrclDs265zbC92MsN","Spedifen® 200mg tableta","ibuprofen","tableta",,"BR","M01AE01","BONIFAR D.O.O. NOVI BEOGRAD"
"0iVHXbrmaMntNORmhyUBgh8dINV","Hemokvin plus® 20mg+12.5mg film tableta","kvinapril, hidrohlortiazid","film tableta","A1","R","C09BA06","HEMOFARM AD VRŠAC"
"6yZpLskbu0ODJH6phVAwMVfh5C","Tantum Verde® 1.5mg/mL rastvor za ispiranje usta","benzidamin","rastvor za ispiranje usta",,"BR","A01AD02","BONIFAR D.O.O. NOVI BEOGRAD"
"kGwaIuFnZ60jyL2RcCnTkIOgo8Z","Flebaven® 500mg film tableta","diosmin","film tableta",,"BR","C05CA03","KRKA-FARMA D.O.O. BEOGRAD"
"3cKOu2FkVpLMIXJWEV2eWalNcCB","Caffetin COLDmax® 1000mg+10mg prašak za oralni rastvor","paracetamol, fenilefrin","prašak za oralni rastvor",,"BR","N02BE51","ALKALOID D.O.O. BEOGRAD"
"WxzSxJ9pcwnmhs8P4V4pADtNLlG","Lipoplus 200mg/mL emulzija za infuziju","trigliceridi, srednje dužine lanca, ulje soje, rafinisano, trigliceridi, omega-3","emulzija za infuziju",,"SZ","B05BA02","B.BRAUN ADRIA RSRB D.O.O. BEOGRAD"
"4XlweDYjb4zmVGxBScgTfFCCkNH","Vfend® 200mg film tableta","vorikonazol","film tableta","B","SZR","J02AC03","PFIZER SRB D.O.O."
"nh96VYTDjIKfUuERKLQRcnkhJHB","Paracetamol 500mg tableta","paracetamol","tableta",,"Z","N02BE01","GALENIKA AD BEOGRAD"
"1sK31GCwoAOuit8tB3MmOPFhMfM","Dezoksimetazon UNION mite 0.05% krem","dezoksimetazon","krem","A1","R","D07AC03","UNION-MEDIC D.O.O. NOVI SAD"
"UqbimhwejhvDKNsuRdWo1pwMO0E","Maxflu® ukus limuna 500mg+30mg+60mg šumeća tableta","paracetamol, pseudoefedrin, askorbinska kiselina","šumeća tableta",,"BR","N02BE51","ACTAVIS D.O.O. BEOGRAD"
"11PjDeBipQG0cpW8sk88xyHUGpW","Fludarabin Ebewe® 50mg/2mL koncentrat za rastvor za injekciju/infuziju","fludarabin","koncentrat za rastvor za injekciju/infuziju","B","SZ","L01BB05","PREDSTAVNIŠTVO SANDOZ PHARMACEUTICALS D.D. BEOGRAD"
"5VpfezEtUpAhmBCH1ZekdHHwjjB","Zanida® 500mg film tableta","levetiracetam","film tableta","A","R","N03AX14","HEMOFARM AD VRŠAC"
"syl1XR5dC6z74gzdvGWr5ELIGIK","Xyzal® 5mg film tableta","levocetirizin","film tableta","A","R","R06AE09","MEDIS PHARMA D.O.O. BEOGRAD"
"vQHJ2b8Xw7mxtIAvohCEBhw4ZDL","Levomax® 500mg film tableta","levofloksacin","film tableta","A1","R","J01MA12","PHARMASWISS D.O.O., BEOGRAD"
"adCr9BXw2ifgeyBQxfPwFwwZI74","Operil® P 0.025% sprej za nos, rastvor","oksimetazolin","sprej za nos, rastvor",,"BR","R01AA05","PREDSTAVNIŠTVO SANDOZ PHARMACEUTICALS D.D. BEOGRAD"
"84wbChvVV67uddBh3vHFRlwpJeT","Koate®-DVI 1000i.j./10mL prašak i rastvarač za rastvor za injekciju/infuziju","koagulacioni faktor VIII, humani","prašak i rastvarač za rastvor za injekciju/infuziju","B","SZR","B02BD02","AMICUS SRB D.O.O."
"PNgVFSKYB884obrxKpDsjUczOhW","Pragiola® 100mg kapsula, tvrda","pregabalin","kapsula, tvrda","A+A1","R","N03AX16","KRKA-FARMA D.O.O. BEOGRAD"
"iyZZ1VBQ50Gr6ffMycT8fuGZc6I","Rosudapin® 20mg+5mg film tableta","rosuvastatin, amlodipin","film tableta",,"R",,"KRKA-FARMA D.O.O. BEOGRAD"
"BvBCF8Pg4Fak3bccRmqM7CEniqG","Levoxa® 250mg film tableta","levofloksacin","film tableta","A1","R","J01MA12","ACTAVIS D.O.O. BEOGRAD"
"KbsEidsj4higZDWQ3wfs5UgUMcY","Kiovig 10% rastvor za infuziju","humani normalni imunoglobulin za intravensku upotrebu","rastvor za infuziju","B","SZ","J06BA02","FARMIX DOO BEOGRAD"
"gOqUJm3x0Q5wYzF6vW4KkJlkTBW","Kventiax® SR 300mg tableta sa produženim oslobađanjem","kvetiapin","tableta sa produženim oslobađanjem",,"R","N05AH04","KRKA-FARMA D.O.O. BEOGRAD"
"6OZJrfxDzVbrTPMW13fka0QCnlZ","Ceftriakson Pharmanova 1g prašak za rastvor za injekciju/infuziju","ceftriakson","prašak za rastvor za injekciju/infuziju","B","Z","J01DD04","PHARMANOVA D.O.O. OBRENOVAC"
"Ql8a6VswZgVtnZJdqa1IHLQSUkN","Bronchobos® 250mg/5mL sirup","karbocistein","sirup",,"BR","R05CB03","PREDSTAVNIŠTVO BOSNALIJEK DD, BEOGRAD"
"tZ9LOWgdQltvyeR6xNX6oi124I4","Triplixam® 10mg+10mg+2.5mg film tableta","perindopril, amlodipin, indapamid","film tableta","A1","R","C09BX01","SERVIER D.O.O."
"vD2qPHd1pjY4BfKGlXBZz3stPyB","Heparin 25000i.j./5mL rastvor za injekciju","heparin-natrijum","rastvor za injekciju","B","SZ","B01AB01","GALENIKA AD BEOGRAD"
"Ib7gz1hvjLYxt8xXkQnEV5U7TBK","Alvokast® 5mg tableta za žvakanje","montelukast","tableta za žvakanje","A","R","R03DC03","ALVOGEN PHARMA D.O.O."
"0qTHl35xzqp8hkYwxEospvUXQTY","Argifen® 400mg granule za oralni rastvor; 30x1kom","ibuprofen","granule za oralni rastvor",,"R","M01AE01","ADOC D.O.O. BEOGRAD"
"rfFTIrYHkyIR3dI6bu1WmVI9fBJ","Cordarone® 200mg tableta","amjodaron","tableta","A","R","C01BD01","SANOFI-AVENTIS D.O.O. BEOGRAD"
"y5AA5zGDypX9JZuOT3X4qfauJOU","Remodulin® 10mg/mL rastvor za injekciju","treprostinil","rastvor za injekciju",,"SZ","B01AC21","PROVIDENS D.O.O., BEOGRAD"
"806QyPMNBaXxa9DeeQAZjRBdrN","Alecensa® 150mg kapsula, tvrda","alektinib","kapsula, tvrda",,"SZR",,"ROCHE D.O.O. BEOGRAD"
"HJ01lS5RleMhTfckqIz4ji7UU2L","Aspirin® Complex 30mg+500mg granule za oralnu suspenziju","pseudoefedrin, acetilsalicilna kiselina","granule za oralnu suspenziju",,"BR","R01BA52","BAYER D.O.O. BEOGRAD"
"N5NZznDMynjVdPtd9GCBxW7Bm8N","Molicor® 2mg tableta","molsidomin","tableta","A","R","C01DX12","UNION-MEDIC D.O.O. NOVI SAD"
"41tCZN2GXEsheTOBHl2Yt6n5XRB","Ovitrelle® 250mcg/0.5mL rastvor za injekciju u napunjenom injekcionom špricu","horiogonadotropin alfa","rastvor za injekciju u napunjenom injekcionom špricu","B","SZR","G03GA08","MERCK D.O.O. BEOGRAD"
"HUTaQujfzUkP4YjdBF3SlSp9D","Pancef® 100mg/5mL granule za oralnu suspenziju","cefiksim","granule za oralnu suspenziju","A","R","J01DD08","ALKALOID D.O.O. BEOGRAD"
"fsjZ8iKI2vzmIYyq9uRWaQoFKZN","Ranexa® 500mg tableta sa produženim oslobađanjem","ranolazin","tableta sa produženim oslobađanjem",,"R","C01EB18","PREDSTAVNIŠTVO BERLIN-CHEMIE AG BEOGRAD (NOVI BEOGRAD)"
"LNtlHoXrM8Sp0WrdGHmoqpyX6CH","Gelofusine 40g/L+7.01g/L rastvor za infuziju","sukcinilovani želatin, natrijum-hlorid","rastvor za infuziju",,"SZ","B05AA06","B.BRAUN ADRIA RSRB D.O.O. BEOGRAD"
"8rgOAcG2WRDLyGns5YwO8sClsSK","Duphalac® 667g/L oralni rastvor","laktuloza","oralni rastvor","A1","R","A06AD11","PREDSTAVNIŠTVO BGP PRODUCTS SWITZERLAND GMBH BEOGRAD-NOVI BEOGRAD"
"yRtKi1fu4fe9kZr6j95wvGuV2lN","Ideos® 500mg+400i.j. tableta za žvakanje","kalcijum, holekalciferol","tableta za žvakanje",,"BR",,"PREDSTAVNIŠTVO LABORATOIRE INNOTECH INTERNATIONAL BEOGRAD"
"NZ0uDSteEfiYZ4tPaCrLavCMQg7","Voda za injekcije B. Braun 250mL rastvarač za parenteralnu upotrebu","voda za injekcije","rastvarač za parenteralnu upotrebu","B","Z",,"B.BRAUN ADRIA RSRB D.O.O. BEOGRAD"
"0PwJlKGychfciWZGeEGae2BHU2H","Forteo® 20mcg/80µL rastvor za injekciju u penu sa uloškom","teriparatid","rastvor za injekciju u penu sa uloškom","A1","R","H05AA02","PREDSTAVNIŠTVO ELI LILLY (SUISSE) SA, BEOGRAD (NOVI BEOGRAD)"
"nZUmQOj73ZEI8VMhM8Jz2RXsbWS","Exelon® 4.6mg/24h transdermalni flaster","rivastigmin","transdermalni flaster","A1","R","N06DA03","PREDSTAVNIŠTVO NOVARTIS PHARMA SERVICES INC. BEOGRAD (NOVI BEOGRAD)"
"MQpiFcXvHnoUvIXupDMuK2sUAq8","Copegus® 200mg film tableta","ribavirin","film tableta",,"SZR","J05AB04","ROCHE D.O.O. BEOGRAD"
"uMw1CAWhT6FINOGyBvGajEEl3OO","Letizen® S 10mg film tableta","cetirizin","film tableta",,"R","R06AE07","KRKA-FARMA D.O.O. BEOGRAD"
"aSzzdXJ6Ch7fWF32dAi4ZxC4xJT","ONDA® 8mg/4mL rastvor za injekciju","ondansetron","rastvor za injekciju","B","SZ","A04AA01","BEOCOMPASS DOO BEOGRAD"
"fbosuiX3XgqiEK6Rizim6NzbaEP","SOLVITENZ® 80mg film tableta","valsartan","film tableta","A1","R","C09CA03","ACTAVIS D.O.O. BEOGRAD"
"sIydEkHOozCIrInMwaaaOP1dvv5","Aubagio® 14mg film tableta","teriflunomid","film tableta",,"SZR","L04AA31","SANOFI-AVENTIS D.O.O. BEOGRAD"
"O5yqzyrrytW4pduArN90008DmuV","Perigard® 8mg tableta","perindopril","tableta","A1","R","C09AA04","PHARMASWISS D.O.O., BEOGRAD"
"WkpIRk3H28cc45wYay8dn1zNrFY","HOLLESTA® 10mg film tableta","simvastatin","film tableta","A+A1","R","C10AA01","ALKALOID D.O.O. BEOGRAD"
"kvd44twVXkXH3f7Wen1nsP88MQP","Revlimid® 5mg kapsula, tvrda","lenalidomid","kapsula, tvrda",,"SZR","L04AX04","BENIFARM D.O.O."
"VbtrCNh6k5BeNeTSj9s24NgB3nY","Humalog® Mix50 100j./mL suspenzija za injekciju u ulošku","insulin lispro","suspenzija za injekciju u ulošku","A","R","A10AD04","PREDSTAVNIŠTVO ELI LILLY (SUISSE) SA, BEOGRAD (NOVI BEOGRAD)"
"6xj1H9mnAmMUQ5aq2LpP7ZhryMD","MENOPUR® 1200i.j. prašak i rastvarač za rastvor za injekciju","menotrofin","prašak i rastvarač za rastvor za injekciju",,"SZR","G03GA02","FERRING PHARMACEUTICALS D.O.O. BEOGRAD-STARI GRAD"
"h2esLUW87JiVu7cKwwp2DBS2CNT","Berlithion® 600 600mg kapsula, meka","tioktinska kiselina","kapsula, meka",,"R",,"PREDSTAVNIŠTVO BERLIN-CHEMIE AG BEOGRAD (NOVI BEOGRAD)"
"S9rpdgha2KfwTkQyYxeQiLYBdh2","Ranitidin 150mg šumeća tableta","ranitidin","šumeća tableta",,"R","A02BA02","HEMOFARM AD VRŠAC"
"Oc06MO6Fk8cbbSEDfWVbamGwHtP","Nystatin HF 500000i.j. obložena tableta","nistatin","obložena tableta",,"BR","A07AA02","HEMOFARM AD VRŠAC"
"FZ422KWcrpF4icHKvecUujhTwAQ","QUAMATEL® 40mg film tableta","famotidin","film tableta",,"R","A02BA03","PREDSTAVNIŠTVO RICHTER GEDEON NYRT"
"OVYeKjt0MbU1L9M8hJ85jQKV0U7","Bravelle® 75i.j./mL prašak i rastvarač za rastvor za injekciju","urofolitropin","prašak i rastvarač za rastvor za injekciju",,"SZR","G03GA04","FERRING PHARMACEUTICALS SA PREDSTAVNIŠTVO BEOGRAD-STARI GRAD"
"6FpyLh9fYPVAPrtei7RCMyTl4wA","Recormon® 5000i.j./0.3mL rastvor za injekciju u napunjenom injekcionom špricu","epoetin beta","rastvor za injekciju u napunjenom injekcionom špricu","C","SZR","B03XA01","ROCHE D.O.O. BEOGRAD"
"Hl01p1AMkUASLqiRJgQkBrcZJdH","Dalvocans® 50mg prašak za koncentrat za rastvor za infuziju","kaspofungin","prašak za koncentrat za rastvor za infuziju",,"SZ","J02AX04","ALVOGEN PHARMA D.O.O."
"9QLFJJYgZ3gYr4IGWJagLMS2VqP","Cosopt® 5mg/mL+20mg/mL kapi za oči, rastvor","timolol, dorzolamid","kapi za oči, rastvor","A1","R","S01ED51","MEDIS PHARMA D.O.O. BEOGRAD"
"QWLGyPKQjFN8H32gK3gKSjzpucB","Votubia® 10mg tableta","everolimus","tableta",,"SZR","L01XE10","PREDSTAVNIŠTVO NOVARTIS PHARMA SERVICES INC. BEOGRAD (NOVI BEOGRAD)"
"tkgkgJHvKBPaYPSUFnybIgMkXJP","Xeljanz® 5mg film tableta","tofacitinib","film tableta",,"SZR",,"PREDSTAVNIŠTVO PFIZER H.C.P. CORPORATION, BEOGRAD"
"CBlqv5DNbmiGGnaOfwfLYh6mneS","Carboma® 125mg+31.25mg+200mg film tableta","levodopa, karbidopa, entakapon","film tableta",,"R","N04BA03","ZDRAVLJE AD LESKOVAC"
"qwYWhohYxaCeFZOkVOJzIThHt57","Daunoblastina® 20mg/10mL prašak i rastvarač za rastvor za injekciju","daunorubicin","prašak i rastvarač za rastvor za injekciju","B","SZ","L01DB02","PREDSTAVNIŠTVO PFIZER H.C.P. CORPORATION, BEOGRAD"
"ec5HdCETfmBlOt1vG6zSsFr3yeY","Vorikonazol Actavis 200mg prašak za rastvor za infuziju","vorikonazol","prašak za rastvor za infuziju",,"SZ","J02AC03","ACTAVIS D.O.O. BEOGRAD"
"TCTq5YMJqbeBSd0gDenbB2O2Bo4","OHB12® 2500mcg/2mL rastvor za injekciju","hidroksokobalamin","rastvor za injekciju","B","Z","B03BA03","GALENIKA AD BEOGRAD"
"i4Lt0ULtXxLxPonxQpQrO2ylngY","Hidroksikarbamid 500mg kapsula, tvrda","hidroksikarbamid","kapsula, tvrda","A","SZR","L01XX05","QUATALIA D.O.O."
"09IVNUPKJuLkmj7YRm2shNJkoJV","Aranesp® 10mcg/0.4mL rastvor za injekciju u napunjenom injekcionom špricu","darbepoetin alfa","rastvor za injekciju u napunjenom injekcionom špricu","C","SZR","B03XA02","AMICUS SRB D.O.O."
"8EJro2S7VgOnXd7cLqmWPk6VZS5","Eritromicin HF 500mg film tableta","eritromicin","film tableta","A","R","J01FA01","HEMOFARM AD VRŠAC"
"uQWdjRq80LbHsh7AIF4SnXw3xLP","Doxazin® 4mg tableta","doksazosin","tableta","A1","R","C02CA04","JGL D.O.O. BEOGRAD-SOPOT"
"jDjKxh1ZDGOVzhiMt9ZxxUW2kQU","VOXIN® 1g prašak za rastvor za infuziju","vankomicin","prašak za rastvor za infuziju","B","SZ","J01XA01","BEOCOMPASS DOO BEOGRAD"
"gIHJrCOMpWYsaJBLcxT7mSVvWKT","Septolete® plus mentol 1mg+5mg komprimovana lozenga","cetilpiridinijum-hlorid, benzokain","komprimovana lozenga",,"BR","R02AA06","KRKA-FARMA D.O.O. BEOGRAD"
"rV7Vg37E6FmPbNQM8tD7p93Jav5","Onbrez® Breezhaler® 150mcg prašak za inhalaciju, tvrda kapsula","indakaterol","prašak za inhalaciju, tvrda kapsula","A1","R","R03AC18","PREDSTAVNIŠTVO NOVARTIS PHARMA SERVICES INC. BEOGRAD (NOVI BEOGRAD)"
"F7jYyS1ZZip8H2j9khwk6x50pOY","Trileptal® 600mg film tableta","okskarbazepin","film tableta",,"R","N03AF02","PREDSTAVNIŠTVO NOVARTIS PHARMA SERVICES INC. BEOGRAD (NOVI BEOGRAD)"
"m7sXEUDxzsb7VbFz8Jgi70T4owZ","NovoMix® 30 FlexPen® 100j./mL suspenzija za injekciju u napunjenom injekcionom penu","insulin aspart","suspenzija za injekciju u napunjenom injekcionom penu","A","R","A10AD05","NOVO NORDISK PHARMA DOO BEOGRAD"
"xjMj1Z3CEn1JePH3RLHlmFZAFF4","Dianeal PD4 2.27%m/v (22.7g/L)+5.38g/L+4.48g/L+0.184g/L+0.051g/L rastvor za peritonealnu dijalizu","glukoza, natrijum-hlorid, natrijum-laktat, kalcijum-hlorid, magnezijum-hlorid","rastvor za peritonealnu dijalizu","B","SZR",,"DIACELL D.O.O. BEOGRAD"
"ZDHKNWYijmTsGMPmEWEWbvXmH5Z","Seroquel XR® 400mg tableta sa produženim oslobađanjem","kvetiapin","tableta sa produženim oslobađanjem","A1","R","N05AH04","PREDSTAVNIŠTVO ASTRAZENECA UK LIMITED BEOGRAD"
"G6xdIWkk8oBIm3nanTTUJ1s6Z8B","Zemplar® 1mcg kapsula, meka","parikalcitol","kapsula, meka","B","R","H05BX02","PREDSTAVNIŠTVO ABBVIE BIOPHARMACEUTICALS GMBH BEOGRAD-NOVI BEOGRAD"
"26jiV6ALZRzQSWPXH3mKJq2l0gA","Risperidon 3mg film tableta","risperidon","film tableta","A","R","N05AX08","HEMOFARM AD VRŠAC"
"T0ecksPp3UjqI3yNBhySqbTv9xB","Meropenem 1g prašak za rastvor za injekciju/infuziju","meropenem","prašak za rastvor za injekciju/infuziju",,"SZ","J01DH02","ALVOGEN PHARMA D.O.O."
"aBhqwNpxBPsxkTulmN4wA6AXfFA","Palitrex® 500mg kapsula, tvrda","cefaleksin","kapsula, tvrda","A","R","J01DB01","GALENIKA AD BEOGRAD"
"wVSmap0bZ5xu0m9hwdIrQFAvjdB","Brimonal 0.2% 0.2% kapi za oči, rastvor","brimonidin","kapi za oči, rastvor","A1","R","S01EA05","PREDSTAVNIŠTVO UNIMED PHARMA S.R.O. BEOGRAD (NOVI BEOGRAD)"
"5Sz6hYZKYJlCQlSbYUJkVwVhj7V","Mirapexin® 2.25mg tableta sa produženim oslobađanjem","pramipeksol","tableta sa produženim oslobađanjem","A1","R","N04BC05","BOEHRINGER INGELHEIM SERBIA D.O.O. BEOGRAD"
"TOazASvKTqP6gRd9Tex4VdzoZw5","Omeprazol 20mg gastrorezistentna kapsula, tvrda; boca","omeprazol","gastrorezistentna kapsula, tvrda","A+A1","R","A02BC01","HEMOFARM AD VRŠAC"
"eXeVv92f1tqEtaG7wiQUNubFgt1","Lipertance® 20mg+5mg+5mg film tableta","atorvastatin, amlodipin, perindopril","film tableta",,"R",,"SERVIER D.O.O."
"0Ju9kd4IQwytldPQa3qcbI81BGL","VALDOCEF® 250mg/5mL granule za oralnu suspenziju","cefadroksil","granule za oralnu suspenziju","A","R","J01DB05","ALKALOID D.O.O. BEOGRAD"
"FXNtcHlKVr5D7NkySxOk3uavJoX","Nystatin HF 100000i.j./g mast","nistatin","mast",,"BR","D01AA01","HEMOFARM AD VRŠAC"
"dNz1UwBtrV3IctyZ5TXypCFb6YH","Cascata® 62.5mg film tableta","bosentan","film tableta",,"SZR","C02KX01","HEMOFARM AD VRŠAC"
"a0hvbpvM65YcC2X3pJSP5M8CdsJ","Zobox 2.5mg film tableta","cilazapril","film tableta","A1","R","C09AA08","HEMOFARM AD VRŠAC"
"DKhRv5dgCVHPgD3NKck34alxWw","Victanyl® 12mcg/h transdermalni flaster","fentanil","transdermalni flaster","A+A1","NR","N02AB03","ACTAVIS D.O.O. BEOGRAD"
"ta7AJhcVu7HzncjpBG9RBzB276M","Opdivo 10mg/mL koncentrat za rastvor za infuziju","nivolumab","koncentrat za rastvor za infuziju",,"SZ",,"AMICUS SRB D.O.O."
"IKs9UW5MQCiBRpxa8IKyVtA4US2","Flavamed® forte 60mg šumeća tableta","ambroksol","šumeća tableta",,"BR","R05CB06","PREDSTAVNIŠTVO BERLIN-CHEMIE AG BEOGRAD (NOVI BEOGRAD)"
"3rhCXbsHK5KhKZOfmOWSZOXMjwW","Codexy® PR 5mg tableta sa produženim oslobađanjem","oksikodon","tableta sa produženim oslobađanjem",,"NR",,"ACTAVIS D.O.O. BEOGRAD"
"SiY75cjONXpJufgLJKOYUfNlQu9","Symbicort® Turbuhaler® 4.5mcg/doza+160mcg/doza prašak za inhalaciju","formoterol, budesonid","prašak za inhalaciju","A+A1","R","R03AK07","PREDSTAVNIŠTVO ASTRAZENECA UK LIMITED BEOGRAD"
"OFr9p6nfjgRIMVNWT5kgtE3DpzX","Lipertance® 40mg+10mg+10mg film tableta","atorvastatin, amlodipin, perindopril","film tableta",,"R",,"SERVIER D.O.O."
"zttgZOJY1Y31NemGcSiPjb0QPj7","Tantum Verde® 1.5mg/mL sprej za usnu sluznicu, rastvor","benzidamin","sprej za usnu sluznicu, rastvor",,"BR","A01AD02","BONIFAR D.O.O. NOVI BEOGRAD"
"QmlxwadtkWcc82Or262kcLB6kiG","DIKLOFENAK 100mg tableta sa modifikovanim oslobađanjem","diklofenak","tableta sa modifikovanim oslobađanjem","B","R","M01AB05","HEMOFARM AD VRŠAC"
"CXawSo6pAsj0AOisNFcRjBkUZ9T","Truflo 250mcg/doza suspenzija za inhalaciju pod pritiskom","flutikazon","suspenzija za inhalaciju pod pritiskom",,"R","R03BA05","EVROPA LEK PHARMA D.O.O. BEOGRAD"
"NACnIrvrQExosbiMOYPFt6mYEB9","Flexid® 500mg film tableta","levofloksacin","film tableta","A1","R","J01MA12","PREDSTAVNIŠTVO SANDOZ PHARMACEUTICALS D.D. BEOGRAD"
